row_id,datetime,energy
22756,05-10-2010 3.00,1023.7242
22757,05-10-2010 4.00,1027.8843
22758,05-10-2010 5.00,1058.9577
22759,05-10-2010 6.00,1146.9141
22760,05-10-2010 7.00,1285.5558
22761,05-10-2010 8.00,1351.3533
22762,05-10-2010 9.00,1355.9379
22763,05-10-2010 10.00,1348.3818
22764,05-10-2010 11.00,1365.2769
22765,05-10-2010 12.00,1360.5225
22766,05-10-2010 13.00,1351.0137
22767,05-10-2010 14.00,1356.0228
22768,05-10-2010 15.00,1349.4006
22769,05-10-2010 16.00,1345.1556
22770,05-10-2010 17.00,1344.816
22771,05-10-2010 18.00,1341.1653
22772,05-10-2010 19.00,1331.5716
22773,05-10-2010 20.00,1321.9779
22774,05-10-2010 21.00,1352.9664
22775,05-10-2010 22.00,1384.5492
22776,05-10-2010 23.00,1287.2538
22777,06-10-2010 0.00,1174.5915
22778,06-10-2010 1.00,1093.8516
22779,06-10-2010 2.00,1045.6284
22780,06-10-2010 3.00,1037.478
22781,06-10-2010 4.00,1042.7418
22782,06-10-2010 5.00,1060.6557
22783,06-10-2010 6.00,1134.1791
22784,06-10-2010 7.00,1270.7832
22785,06-10-2010 8.00,1332.93
22786,06-10-2010 9.00,1342.6935
22787,06-10-2010 10.00,1349.6553
22788,06-10-2010 11.00,1360.6923
22789,06-10-2010 12.00,1366.89
22790,06-10-2010 13.00,1380.3042
22791,06-10-2010 14.00,1412.4813
22792,06-10-2010 15.00,1421.8203
22793,06-10-2010 16.00,1427.4237
22794,06-10-2010 17.00,
22795,06-10-2010 18.00,1444.4037
22796,06-10-2010 19.00,1431.0744
22797,06-10-2010 20.00,1412.9058
22798,06-10-2010 21.00,1419.1884
22799,06-10-2010 22.00,1437.5268
22800,06-10-2010 23.00,1336.6656
22801,07-10-2010 0.00,1214.2398
22802,07-10-2010 1.00,1137.66
22803,07-10-2010 2.00,1086.72
22804,07-10-2010 3.00,1056.156
22805,07-10-2010 4.00,1046.9019
22806,07-10-2010 5.00,1062.5235
22807,07-10-2010 6.00,1123.9062
22808,07-10-2010 7.00,1251.8505
22809,07-10-2010 8.00,1315.101
22810,07-10-2010 9.00,1339.6371
22811,07-10-2010 10.00,1370.7105
22812,07-10-2010 11.00,1402.548
22813,07-10-2010 12.00,1425.8955
22814,07-10-2010 13.00,1444.6584
22815,07-10-2010 14.00,1459.0914
22816,07-10-2010 15.00,1478.109
22817,07-10-2010 16.00,1485.4104
22818,07-10-2010 17.00,1502.8149
22819,07-10-2010 18.00,1511.4747
22820,07-10-2010 19.00,1495.0041
22821,07-10-2010 20.00,1467.2418
22822,07-10-2010 21.00,1490.7591
22823,07-10-2010 22.00,
22824,07-10-2010 23.00,1397.7087
22825,08-10-2010 0.00,1266.5382
22826,08-10-2010 1.00,1174.2519
22827,08-10-2010 2.00,1117.284
22828,08-10-2010 3.00,1087.6539
22829,08-10-2010 4.00,1075.4283
22830,08-10-2010 5.00,1086.8898
22831,08-10-2010 6.00,1140.2919
22832,08-10-2010 7.00,1252.3599
22833,08-10-2010 8.00,1337.3448
22834,08-10-2010 9.00,1370.6256
22835,08-10-2010 10.00,1426.2351
22836,08-10-2010 11.00,1476.8355
22837,08-10-2010 12.00,1502.8998
22838,08-10-2010 13.00,1539.1521
22839,08-10-2010 14.00,1563.6882
22840,08-10-2010 15.00,1570.8198
22841,08-10-2010 16.00,1566.8295
22842,08-10-2010 17.00,1569.1218
22843,08-10-2010 18.00,1557.5754
22844,08-10-2010 19.00,1538.8125
22845,08-10-2010 20.00,1511.3049
22846,08-10-2010 21.00,1507.1448
22847,08-10-2010 22.00,1525.2285
22848,08-10-2010 23.00,1411.038
22849,09-10-2010 0.00,1291.5837
22850,09-10-2010 1.00,1187.6661
22851,09-10-2010 2.00,1131.0378
22852,09-10-2010 3.00,1082.5599
22853,09-10-2010 4.00,1065.2403
22854,09-10-2010 5.00,1075.5981
22855,09-10-2010 6.00,1133.7546
22856,09-10-2010 7.00,1243.9548
22857,09-10-2010 8.00,1312.8936
22858,09-10-2010 9.00,1360.6074
22859,09-10-2010 10.00,1412.6511
22860,09-10-2010 11.00,1471.0623
22861,09-10-2010 12.00,1502.8998
22862,09-10-2010 13.00,1544.2461
22863,09-10-2010 14.00,1581.2625
22864,09-10-2010 15.00,1593.2334
22865,09-10-2010 16.00,1583.0454
22866,09-10-2010 17.00,1581.7719
22867,09-10-2010 18.00,1554.3492
22868,09-10-2010 19.00,1515.1254
22869,09-10-2010 20.00,1467.7512
22870,09-10-2010 21.00,1448.1393
22871,09-10-2010 22.00,1462.4025
22872,09-10-2010 23.00,1365.7014
22873,10-10-2010 0.00,1248.1149
22874,10-10-2010 1.00,1146.3198
22875,10-10-2010 2.00,1093.0026
22876,10-10-2010 3.00,1039.0911
22877,10-10-2010 4.00,1029.1578
22878,10-10-2010 5.00,1024.9977
22879,10-10-2010 6.00,1037.3931
22880,10-10-2010 7.00,1055.0523
22881,10-10-2010 8.00,1098.3513
22882,10-10-2010 9.00,1174.6764
22883,10-10-2010 10.00,1224.5976
22884,10-10-2010 11.00,1270.5285
22885,10-10-2010 12.00,1293.876
22886,10-10-2010 13.00,1319.7705
22887,10-10-2010 14.00,1336.4958
22888,10-10-2010 15.00,1351.3533
22889,10-10-2010 16.00,1360.098
22890,10-10-2010 17.00,1370.0313
22891,10-10-2010 18.00,1368.6729
22892,10-10-2010 19.00,1342.6086
22893,10-10-2010 20.00,1296.3381
22894,10-10-2010 21.00,1267.3023
22895,10-10-2010 22.00,1281.0561
22896,10-10-2010 23.00,1214.4945
22897,11-10-2010 0.00,1112.1051
22898,11-10-2010 1.00,1037.2233
22899,11-10-2010 2.00,982.0383
22900,11-10-2010 3.00,951.5592
22901,11-10-2010 4.00,933.4755
22902,11-10-2010 5.00,921.8442
22903,11-10-2010 6.00,949.2669
22904,11-10-2010 7.00,953.2572
22905,11-10-2010 8.00,995.028
22906,11-10-2010 9.00,1068.042
22907,11-10-2010 10.00,1116.8595
22908,11-10-2010 11.00,1124.5854
22909,11-10-2010 12.00,1141.3956
22910,11-10-2010 13.00,1136.0469
22911,11-10-2010 14.00,1145.1312
22912,11-10-2010 15.00,1141.2258
22913,11-10-2010 16.00,1140.5466
22914,11-10-2010 17.00,1152.7722
22915,11-10-2010 18.00,
22916,11-10-2010 19.00,1165.5921
22917,11-10-2010 20.00,1162.9602
22918,11-10-2010 21.00,1191.3168
22919,11-10-2010 22.00,1223.1543
22920,11-10-2010 23.00,
22921,12-10-2010 0.00,1084.173
22922,12-10-2010 1.00,1015.9134
22923,12-10-2010 2.00,983.5665
22924,12-10-2010 3.00,980.4252
22925,12-10-2010 4.00,985.7739
22926,12-10-2010 5.00,1000.4616
22927,12-10-2010 6.00,1073.7303
22928,12-10-2010 7.00,1203.1179
22929,12-10-2010 8.00,1279.0185
22930,12-10-2010 9.00,1309.9221
22931,12-10-2010 10.00,1326.2229
22932,12-10-2010 11.00,1349.061
22933,12-10-2010 12.00,1361.4564
22934,12-10-2010 13.00,1378.0119
22935,12-10-2010 14.00,1397.8785
22936,12-10-2010 15.00,1411.887
22937,12-10-2010 16.00,1412.3115
22938,12-10-2010 17.00,1434.8949
22939,12-10-2010 18.00,
22940,12-10-2010 19.00,1427.9331
22941,12-10-2010 20.00,1409.9343
22942,12-10-2010 21.00,1414.0944
22943,12-10-2010 22.00,1436.4231
22944,12-10-2010 23.00,1333.2696
22945,13-10-2010 0.00,1201.2501
22946,13-10-2010 1.00,1108.0299
22947,13-10-2010 2.00,1069.4004
22948,13-10-2010 3.00,1025.4222
22949,13-10-2010 4.00,1034.082
22950,13-10-2010 5.00,1039.9401
22951,13-10-2010 6.00,1110.8316
22952,13-10-2010 7.00,1223.0694
22953,13-10-2010 8.00,1302.7056
22954,13-10-2010 9.00,1327.9209
22955,13-10-2010 10.00,1376.0592
22956,13-10-2010 11.00,1428.7821
22957,13-10-2010 12.00,1464.4401
22958,13-10-2010 13.00,
22959,13-10-2010 14.00,1539.7464
22960,13-10-2010 15.00,1562.9241
22961,13-10-2010 16.00,1583.7246
22962,13-10-2010 17.00,1595.6955
22963,13-10-2010 18.00,1586.0169
22964,13-10-2010 19.00,1555.1133
22965,13-10-2010 20.00,1523.106
22966,13-10-2010 21.00,1522.5117
22967,13-10-2010 22.00,1530.9168
22968,13-10-2010 23.00,1417.1508
22969,14-10-2010 0.00,1291.0743
22970,14-10-2010 1.00,1205.58
22971,14-10-2010 2.00,1142.9238
22972,14-10-2010 3.00,1095.1251
22973,14-10-2010 4.00,1084.8522
22974,14-10-2010 5.00,1094.7006
22975,14-10-2010 6.00,1153.8759
22976,14-10-2010 7.00,1259.7462
22977,14-10-2010 8.00,1317.4782
22978,14-10-2010 9.00,1342.4388
22979,14-10-2010 10.00,1358.2302
22980,14-10-2010 11.00,1377.078
22981,14-10-2010 12.00,1374.9555
22982,14-10-2010 13.00,1371.0501
22983,14-10-2010 14.00,1391.0016
22984,14-10-2010 15.00,1370.9652
22985,14-10-2010 16.00,1356.8718
22986,14-10-2010 17.00,1351.6929
22987,14-10-2010 18.00,1335.1374
22988,14-10-2010 19.00,1308.4788
22989,14-10-2010 20.00,1307.3751
22990,14-10-2010 21.00,1334.4582
22991,14-10-2010 22.00,1340.1465
22992,14-10-2010 23.00,1273.5
22993,15-10-2010 0.00,1172.8935
22994,15-10-2010 1.00,1098.606
22995,15-10-2010 2.00,1050.4677
22996,15-10-2010 3.00,1037.3931
22997,15-10-2010 4.00,1031.6199
22998,15-10-2010 5.00,1050.1281
22999,15-10-2010 6.00,1114.3125
23000,15-10-2010 7.00,1232.2386
23001,15-10-2010 8.00,1301.6019
23002,15-10-2010 9.00,1317.7329
23003,15-10-2010 10.00,1330.2981
23004,15-10-2010 11.00,1331.0622
23005,15-10-2010 12.00,1331.9112
23006,15-10-2010 13.00,1338.1089
23007,15-10-2010 14.00,1342.3539
23008,15-10-2010 15.00,1333.0998
23009,15-10-2010 16.00,1327.4964
23010,15-10-2010 17.00,1321.3836
23011,15-10-2010 18.00,1305.3375
23012,15-10-2010 19.00,1290.3102
23013,15-10-2010 20.00,1288.8669
23014,15-10-2010 21.00,1321.7232
23015,15-10-2010 22.00,1351.1835
23016,15-10-2010 23.00,1277.8299
23017,16-10-2010 0.00,1190.4678
23018,16-10-2010 1.00,1114.5672
23019,16-10-2010 2.00,1077.8904
23020,16-10-2010 3.00,1055.3919
23021,16-10-2010 4.00,1050.9771
23022,16-10-2010 5.00,1080.3525
23023,16-10-2010 6.00,1144.7916
23024,16-10-2010 7.00,1257.0294
23025,16-10-2010 8.00,1330.383
23026,16-10-2010 9.00,1341.2502
23027,16-10-2010 10.00,1348.9761
23028,16-10-2010 11.00,1351.6929
23029,16-10-2010 12.00,1342.9482
23030,16-10-2010 13.00,1332.5904
23031,16-10-2010 14.00,1330.9773
23032,16-10-2010 15.00,1307.0355
23033,16-10-2010 16.00,1284.1125
23034,16-10-2010 17.00,1266.0288
23035,16-10-2010 18.00,1251.1713
23036,16-10-2010 19.00,1239.2004
23037,16-10-2010 20.00,1232.5782
23038,16-10-2010 21.00,1257.5388
23039,16-10-2010 22.00,1297.8663
23040,16-10-2010 23.00,1242.3417
23041,17-10-2010 0.00,1161.9414
23042,17-10-2010 1.00,1094.361
23043,17-10-2010 2.00,1055.8164
23044,17-10-2010 3.00,1035.1857
23045,17-10-2010 4.00,1032.4689
23046,17-10-2010 5.00,1039.0062
23047,17-10-2010 6.00,1067.9571
23048,17-10-2010 7.00,1099.5399
23049,17-10-2010 8.00,1154.3004
23050,17-10-2010 9.00,1199.2125
23051,17-10-2010 10.00,1216.1076
23052,17-10-2010 11.00,1215.8529
23053,17-10-2010 12.00,1200.0615
23054,17-10-2010 13.00,1181.0439
23055,17-10-2010 14.00,1165.9317
23056,17-10-2010 15.00,1152.5175
23057,17-10-2010 16.00,1156.338
23058,17-10-2010 17.00,1162.5357
23059,17-10-2010 18.00,1174.6764
23060,17-10-2010 19.00,1163.0451
23061,17-10-2010 20.00,1162.6206
23062,17-10-2010 21.00,1181.0439
23063,17-10-2010 22.00,1194.543
23064,17-10-2010 23.00,1154.5551
23065,18-10-2010 0.00,1084.3428
23066,18-10-2010 1.00,1013.9607
23067,18-10-2010 2.00,980.0007
23068,18-10-2010 3.00,955.5495
23069,18-10-2010 4.00,949.5216
23070,18-10-2010 5.00,953.7666
23071,18-10-2010 6.00,972.2748
23072,18-10-2010 7.00,987.4719
23073,18-10-2010 8.00,1010.3949
23074,18-10-2010 9.00,1071.9474
23075,18-10-2010 10.00,1118.3028
23076,18-10-2010 11.00,1126.1136
23077,18-10-2010 12.00,1136.9808
23078,18-10-2010 13.00,1163.3847
23079,18-10-2010 14.00,1167.5448
23080,18-10-2010 15.00,1170.0069
23081,18-10-2010 16.00,1185.7983
23082,18-10-2010 17.00,1198.0239
23083,18-10-2010 18.00,1216.9566
23084,18-10-2010 19.00,1214.2398
23085,18-10-2010 20.00,1215.2586
23086,18-10-2010 21.00,1242.0021
23087,18-10-2010 22.00,1263.8214
23088,18-10-2010 23.00,1206.1743
23089,19-10-2010 0.00,1123.7364
23090,19-10-2010 1.00,1049.5338
23091,19-10-2010 2.00,1012.5174
23092,19-10-2010 3.00,1000.8012
23093,19-10-2010 4.00,1003.3482
23094,19-10-2010 5.00,1020.2433
23095,19-10-2010 6.00,1088.7576
23096,19-10-2010 7.00,1205.3253
23097,19-10-2010 8.00,1280.292
23098,19-10-2010 9.00,1315.8651
23099,19-10-2010 10.00,1327.3266
23100,19-10-2010 11.00,1359.5886
23101,19-10-2010 12.00,1374.1914
23102,19-10-2010 13.00,1403.1423
23103,19-10-2010 14.00,1424.1126
23104,19-10-2010 15.00,1441.8567
23105,19-10-2010 16.00,1458.8367
23106,19-10-2010 17.00,1467.7512
23107,19-10-2010 18.00,1473.2697
23108,19-10-2010 19.00,1462.9119
23109,19-10-2010 20.00,1439.2248
23110,19-10-2010 21.00,1434.7251
23111,19-10-2010 22.00,1465.374
23112,19-10-2010 23.00,1366.89
23113,20-10-2010 0.00,1240.4739
23114,20-10-2010 1.00,1151.244
23115,20-10-2010 2.00,1100.2191
23116,20-10-2010 3.00,1069.6551
23117,20-10-2010 4.00,1049.6187
23118,20-10-2010 5.00,1063.3725
23119,20-10-2010 6.00,1126.0287
23120,20-10-2010 7.00,1219.2489
23121,20-10-2010 8.00,1300.4982
23122,20-10-2010 9.00,1335.9864
23123,20-10-2010 10.00,1378.0119
23124,20-10-2010 11.00,1424.1975
23125,20-10-2010 12.00,1466.0532
23126,20-10-2010 13.00,1497.9756
23127,20-10-2010 14.00,
23128,20-10-2010 15.00,1566.8295
23129,20-10-2010 16.00,1578.1212
23130,20-10-2010 17.00,1604.9496
23131,20-10-2010 18.00,1605.9684
23132,20-10-2010 19.00,1580.4984
23133,20-10-2010 20.00,1549.0005
23134,20-10-2010 21.00,1527.5208
23135,20-10-2010 22.00,1545.2649
23136,20-10-2010 23.00,1442.8755
23137,21-10-2010 0.00,1308.8184
23138,21-10-2010 1.00,1196.6655
23139,21-10-2010 2.00,1139.8674
23140,21-10-2010 3.00,1089.0972
23141,21-10-2010 4.00,1073.985
23142,21-10-2010 5.00,1088.0784
23143,21-10-2010 6.00,1143.603
23144,21-10-2010 7.00,1248.9639
23145,21-10-2010 8.00,1335.8166
23146,21-10-2010 9.00,1373.1726
23147,21-10-2010 10.00,1427.3388
23148,21-10-2010 11.00,1480.9956
23149,21-10-2010 12.00,1533.294
23150,21-10-2010 13.00,1585.5075
23151,21-10-2010 14.00,1630.5894
23152,21-10-2010 15.00,1647.5694
23153,21-10-2010 16.00,1658.6064
23154,21-10-2010 17.00,1664.889
23155,21-10-2010 18.00,1654.6161
23156,21-10-2010 19.00,1635.0891
23157,21-10-2010 20.00,1602.7422
23158,21-10-2010 21.00,1595.6955
23159,21-10-2010 22.00,1597.3086
23160,21-10-2010 23.00,1489.146
23161,22-10-2010 0.00,1333.6092
23162,22-10-2010 1.00,1233.9366
23163,22-10-2010 2.00,1170.4314
23164,22-10-2010 3.00,1129.5096
23165,22-10-2010 4.00,1112.5296
23166,22-10-2010 5.00,1109.3034
23167,22-10-2010 6.00,1165.5921
23168,22-10-2010 7.00,1266.708
23169,22-10-2010 8.00,1346.2593
23170,22-10-2010 9.00,1396.8597
23171,22-10-2010 10.00,1440.6681
23172,22-10-2010 11.00,1510.5408
23173,22-10-2010 12.00,1559.2734
23174,22-10-2010 13.00,1611.402
23175,22-10-2010 14.00,1649.1825
23176,22-10-2010 15.00,1684.5009
23177,22-10-2010 16.00,1685.6895
23178,22-10-2010 17.00,1710.735
23179,22-10-2010 18.00,1692.3966
23180,22-10-2010 19.00,1673.8035
23181,22-10-2010 20.00,1624.0521
23182,22-10-2010 21.00,1605.8835
23183,22-10-2010 22.00,1614.2886
23184,22-10-2010 23.00,1534.992
23185,23-10-2010 0.00,1357.0416
23186,23-10-2010 1.00,1252.9542
23187,23-10-2010 2.00,1175.865
23188,23-10-2010 3.00,1136.811
23189,23-10-2010 4.00,1115.8407
23190,23-10-2010 5.00,1112.1051
23191,23-10-2010 6.00,1161.2622
23192,23-10-2010 7.00,1241.4927
23193,23-10-2010 8.00,1337.2599
23194,23-10-2010 9.00,1400.3406
23195,23-10-2010 10.00,1448.5638
23196,23-10-2010 11.00,1505.1921
23197,23-10-2010 12.00,1549.425
23198,23-10-2010 13.00,1579.8192
23199,23-10-2010 14.00,1611.8265
23200,23-10-2010 15.00,1618.4487
23201,23-10-2010 16.00,1624.6464
23202,23-10-2010 17.00,1610.4681
23203,23-10-2010 18.00,1601.3838
23204,23-10-2010 19.00,1559.7828
23205,23-10-2010 20.00,1496.4474
23206,23-10-2010 21.00,1463.3364
23207,23-10-2010 22.00,1464.9495
23208,23-10-2010 23.00,1378.1817
23209,24-10-2010 0.00,1252.3599
23210,24-10-2010 1.00,1154.64
23211,24-10-2010 2.00,1080.0978
23212,24-10-2010 3.00,1041.1287
23213,24-10-2010 4.00,1019.9037
23214,24-10-2010 5.00,996.9807
23215,24-10-2010 6.00,1019.649
23216,24-10-2010 7.00,1023.2148
23217,24-10-2010 8.00,1065.4101
23218,24-10-2010 9.00,1132.3113
23219,24-10-2010 10.00,1206.5139
23220,24-10-2010 11.00,1276.8111
23221,24-10-2010 12.00,1332.8451
23222,24-10-2010 13.00,1375.38
23223,24-10-2010 14.00,1401.8688
23224,24-10-2010 15.00,1414.434
23225,24-10-2010 16.00,1427.0841
23226,24-10-2010 17.00,1421.1411
23227,24-10-2010 18.00,1405.6044
23228,24-10-2010 19.00,1373.4273
23229,24-10-2010 20.00,1339.9767
23230,24-10-2010 21.00,1334.9676
23231,24-10-2010 22.00,1334.2035
23232,24-10-2010 23.00,1264.4157
23233,25-10-2010 0.00,1170.771
23234,25-10-2010 1.00,1095.6345
23235,25-10-2010 2.00,1047.8358
23236,25-10-2010 3.00,1009.8006
23237,25-10-2010 4.00,989.7642
23238,25-10-2010 5.00,976.1802
23239,25-10-2010 6.00,972.0201
23240,25-10-2010 7.00,963.7848
23241,25-10-2010 8.00,998.1693
23242,25-10-2010 9.00,1093.3422
23243,25-10-2010 10.00,1176.2046
23244,25-10-2010 11.00,1234.3611
23245,25-10-2010 12.00,1276.1319
23246,25-10-2010 13.00,1323.1665
23247,25-10-2010 14.00,1347.4479
23248,25-10-2010 15.00,1358.8245
23249,25-10-2010 16.00,1375.2102
23250,25-10-2010 17.00,
23251,25-10-2010 18.00,1387.7754
23252,25-10-2010 19.00,1357.1265
23253,25-10-2010 20.00,1317.3084
23254,25-10-2010 21.00,1294.0458
23255,25-10-2010 22.00,1308.3939
23256,25-10-2010 23.00,1246.5867
23257,26-10-2010 0.00,1154.64
23258,26-10-2010 1.00,
23259,26-10-2010 2.00,1026.7806
23260,26-10-2010 3.00,985.0098
23261,26-10-2010 4.00,972.7842
23262,26-10-2010 5.00,963.0207
23263,26-10-2010 6.00,967.0959
23264,26-10-2010 7.00,963.1905
23265,26-10-2010 8.00,999.7824
23266,26-10-2010 9.00,1075.1736
23267,26-10-2010 10.00,1156.5078
23268,26-10-2010 11.00,1234.3611
23269,26-10-2010 12.00,1300.8378
23270,26-10-2010 13.00,1347.8724
23271,26-10-2010 14.00,1370.0313
23272,26-10-2010 15.00,1377.078
23273,26-10-2010 16.00,1402.8876
23274,26-10-2010 17.00,1439.3097
23275,26-10-2010 18.00,1435.0647
23276,26-10-2010 19.00,1418.5092
23277,26-10-2010 20.00,1389.0489
23278,26-10-2010 21.00,1379.625
23279,26-10-2010 22.00,1409.8494
23280,26-10-2010 23.00,1328.2605
23281,27-10-2010 0.00,1223.9184
23282,27-10-2010 1.00,1145.3859
23283,27-10-2010 2.00,1082.1354
23284,27-10-2010 3.00,1057.7691
23285,27-10-2010 4.00,1040.025
23286,27-10-2010 5.00,1060.401
23287,27-10-2010 6.00,1115.5011
23288,27-10-2010 7.00,1216.5321
23289,27-10-2010 8.00,1317.2235
23290,27-10-2010 9.00,1382.8512
23291,27-10-2010 10.00,1446.5262
23292,27-10-2010 11.00,1505.1072
23293,27-10-2010 12.00,1575.3195
23294,27-10-2010 13.00,1646.0412
23295,27-10-2010 14.00,1691.0382
23296,27-10-2010 15.00,1723.3851
23297,27-10-2010 16.00,1740.2802
23298,27-10-2010 17.00,1769.1462
23299,27-10-2010 18.00,1752.5907
23300,27-10-2010 19.00,1718.2062
23301,27-10-2010 20.00,1683.4821
23302,27-10-2010 21.00,1645.6167
23303,27-10-2010 22.00,1646.2959
23304,27-10-2010 23.00,1529.6433
23305,28-10-2010 0.00,1389.4734
23306,28-10-2010 1.00,1275.8772
23307,28-10-2010 2.00,1208.976
23308,28-10-2010 3.00,1160.8377
23309,28-10-2010 4.00,1129.5096
23310,28-10-2010 5.00,1130.7831
23311,28-10-2010 6.00,1184.4399
23312,28-10-2010 7.00,1271.2926
23313,28-10-2010 8.00,1362.9846
23314,28-10-2010 9.00,1419.1884
23315,28-10-2010 10.00,1488.0423
23316,28-10-2010 11.00,1581.7719
23317,28-10-2010 12.00,1651.5597
23318,28-10-2010 13.00,1715.5743
23319,28-10-2010 14.00,1772.3724
23320,28-10-2010 15.00,1802.1723
23321,28-10-2010 16.00,1819.8315
23322,28-10-2010 17.00,1822.6332
23323,28-10-2010 18.00,1815.6714
23324,28-10-2010 19.00,1791.2202
23325,28-10-2010 20.00,1743.1668
23326,28-10-2010 21.00,1703.8581
23327,28-10-2010 22.00,1711.8387
23328,28-10-2010 23.00,1584.4887
23329,29-10-2010 0.00,1431.5838
23330,29-10-2010 1.00,1314.1671
23331,29-10-2010 2.00,1237.6722
23332,29-10-2010 3.00,1193.9487
23333,29-10-2010 4.00,1172.0445
23334,29-10-2010 5.00,1167.5448
23335,29-10-2010 6.00,1220.6922
23336,29-10-2010 7.00,1296.9324
23337,29-10-2010 8.00,1395.4164
23338,29-10-2010 9.00,1470.2982
23339,29-10-2010 10.00,1539.0672
23340,29-10-2010 11.00,1608.3456
23341,29-10-2010 12.00,1670.4924
23342,29-10-2010 13.00,1734.7617
23343,29-10-2010 14.00,1778.3154
23344,29-10-2010 15.00,1798.0971
23345,29-10-2010 16.00,1800.5592
23346,29-10-2010 17.00,1783.0698
23347,29-10-2010 18.00,1758.4488
23348,29-10-2010 19.00,
23349,29-10-2010 20.00,1651.2201
23350,29-10-2010 21.00,1630.2498
23351,29-10-2010 22.00,1628.8914
23352,29-10-2010 23.00,1532.445
23353,30-10-2010 0.00,1394.1429
23354,30-10-2010 1.00,1294.8948
23355,30-10-2010 2.00,1225.5315
23356,30-10-2010 3.00,1179.3459
23357,30-10-2010 4.00,1161.1773
23358,30-10-2010 5.00,1159.9887
23359,30-10-2010 6.00,1200.2313
23360,30-10-2010 7.00,1294.8948
23361,30-10-2010 8.00,1387.7754
23362,30-10-2010 9.00,1457.733
23363,30-10-2010 10.00,1515.6348
23364,30-10-2010 11.00,1601.8932
23365,30-10-2010 12.00,1659.7101
23366,30-10-2010 13.00,
23367,30-10-2010 14.00,1760.3166
23368,30-10-2010 15.00,1771.6932
23369,30-10-2010 16.00,1774.7496
23370,30-10-2010 17.00,1767.0237
23371,30-10-2010 18.00,1739.5161
23372,30-10-2010 19.00,1692.057
23373,30-10-2010 20.00,1647.6543
23374,30-10-2010 21.00,1614.4584
23375,30-10-2010 22.00,1599.8556
23376,30-10-2010 23.00,1514.2764
23377,31-10-2010 0.00,1376.229
23378,31-10-2010 1.00,1258.3029
23379,31-10-2010 2.00,1177.563
23380,31-10-2010 3.00,1129.5096
23381,31-10-2010 4.00,1099.5399
23382,31-10-2010 5.00,1089.3519
23383,31-10-2010 6.00,1088.6727
23384,31-10-2010 7.00,1101.0681
23385,31-10-2010 8.00,1160.3283
23386,31-10-2010 9.00,1262.2932
23387,31-10-2010 10.00,1355.3436
23388,31-10-2010 11.00,1448.5638
23389,31-10-2010 12.00,1523.6154
23390,31-10-2010 13.00,1579.5645
23391,31-10-2010 14.00,1607.6664
23392,31-10-2010 15.00,1612.7604
23393,31-10-2010 16.00,1591.026
23394,31-10-2010 17.00,1574.6403
23395,31-10-2010 18.00,1556.3868
23396,31-10-2010 19.00,
23397,31-10-2010 20.00,1475.562
23398,31-10-2010 21.00,1459.6857
23399,31-10-2010 22.00,1455.8652
23400,31-10-2010 23.00,1387.4358
23401,01-11-2010 0.00,1284.2823
23402,01-11-2010 1.00,1187.4963
23403,01-11-2010 2.00,1126.0287
23404,01-11-2010 3.00,1084.4277
23405,01-11-2010 4.00,1055.4768
23406,01-11-2010 5.00,1037.3931
23407,01-11-2010 6.00,1046.4774
23408,01-11-2010 7.00,1043.3361
23409,01-11-2010 8.00,1065.5799
23410,01-11-2010 9.00,1141.7352
23411,01-11-2010 10.00,1209.3156
23412,01-11-2010 11.00,1257.6237
23413,01-11-2010 12.00,1297.1871
23414,01-11-2010 13.00,1321.1289
23415,01-11-2010 14.00,1344.816
23416,01-11-2010 15.00,1342.7784
23417,01-11-2010 16.00,1357.9755
23418,01-11-2010 17.00,1349.4855
23419,01-11-2010 18.00,1349.7402
23420,01-11-2010 19.00,1340.6559
23421,01-11-2010 20.00,1324.2702
23422,01-11-2010 21.00,1331.8263
23423,01-11-2010 22.00,1335.5619
23424,01-11-2010 23.00,1282.1598
23425,02-11-2010 0.00,1203.033
23426,02-11-2010 1.00,1122.8025
23427,02-11-2010 2.00,1080.1827
23428,02-11-2010 3.00,1067.2779
23429,02-11-2010 4.00,1054.3731
23430,02-11-2010 5.00,1076.0226
23431,02-11-2010 6.00,1135.1979
23432,02-11-2010 7.00,1228.0785
23433,02-11-2010 8.00,1327.6662
23434,02-11-2010 9.00,1386.7566
23435,02-11-2010 10.00,1437.0174
23436,02-11-2010 11.00,1505.9562
23437,02-11-2010 12.00,1537.1145
23438,02-11-2010 13.00,1558.8489
23439,02-11-2010 14.00,1567.8483
23440,02-11-2010 15.00,1576.3383
23441,02-11-2010 16.00,1572.9423
23442,02-11-2010 17.00,1571.8386
23443,02-11-2010 18.00,1556.6415
23444,02-11-2010 19.00,1518.5214
23445,02-11-2010 20.00,1475.4771
23446,02-11-2010 21.00,1462.9968
23447,02-11-2010 22.00,1466.8173
23448,02-11-2010 23.00,1375.6347
23449,03-11-2010 0.00,1257.5388
23450,03-11-2010 1.00,1163.5545
23451,03-11-2010 2.00,1113.3786
23452,03-11-2010 3.00,1079.2488
23453,03-11-2010 4.00,1063.2876
23454,03-11-2010 5.00,1064.3064
23455,03-11-2010 6.00,1131.0378
23456,03-11-2010 7.00,1218.6546
23457,03-11-2010 8.00,1295.9136
23458,03-11-2010 9.00,1334.628
23459,03-11-2010 10.00,1372.4934
23460,03-11-2010 11.00,1400.7651
23461,03-11-2010 12.00,1419.3582
23462,03-11-2010 13.00,1444.3188
